connector,payment_method,payment_method_type,feature,description,hs_endpoint,cypress_test_status,prod_used,latest_prod_timestamp
santander,BankTransfer,Pix,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
santander,BankTransfer,PixAutomaticoPush,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
santander,BankTransfer,PixAutomaticoPush,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
santander,BankTransfer,PixAutomaticoQr,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
santander,BankTransfer,PixAutomaticoQr,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
santander,Voucher,Boleto,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
shift4,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
shift4,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
shift4,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
shift4,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
shift4,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
shift4,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
silverflow,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
silverflow,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
square,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
square,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stax,BankDebit,Ach,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stax,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stax,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankDebit,Ach,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,BankDebit,Ach,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,BankDebit,Bacs,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,BankDebit,Bacs,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,BankDebit,Becs,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,BankDebit,Becs,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,BankDebit,Sepa,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,BankDebit,Sepa,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,BankRedirect,BancontactCard,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 22:45:07
stripe,BankRedirect,BancontactCard,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,yes,2026-04-20 22:45:07
stripe,BankRedirect,Blik,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankRedirect,Ideal,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,BankRedirect,OnlineBankingFpx,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankRedirect,Przelewy24,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankRedirect,Sofort,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,BankTransfer,Ach,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankTransfer,Bacs,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankTransfer,Multibanco,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,BankTransfer,SepaBankTransfer,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
stripe,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 01:34:33
stripe,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,yes,2026-04-20 16:54:39
stripe,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 01:38:16
stripe,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,yes,2026-04-20 10:53:25
stripe,PayLater,Affirm,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-21 01:37:45
stripe,PayLater,AfterpayClearpay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,PayLater,Klarna,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-21 01:36:26
stripe,Wallet,AliPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,Wallet,AmazonPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,Wallet,AmazonPay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,Wallet,Cashapp,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,Wallet,Cashapp,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,Wallet,RevolutPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
stripe,Wallet,RevolutPay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
stripe,Wallet,WeChatPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
tesouro,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
tesouro,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
tesouro,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
tesouro,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
tesouro,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
tesouro,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
tesouro,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
tesouro,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
tokenio,OpenBanking,OpenBankingPIS,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
truelayer,BankRedirect,OpenBanking,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
trustly,BankRedirect,Trustly,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
trustpay,BankRedirect,Blik,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
trustpay,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:07:05
trustpay,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
trustpay,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-19 23:12:22
trustpay,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
trustpay,BankTransfer,InstantBankTransfer,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
trustpay,BankTransfer,InstantBankTransferFinland,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
trustpay,BankTransfer,InstantBankTransferPoland,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
trustpay,BankTransfer,SepaBankTransfer,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 23:47:16
trustpay,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:08:32
trustpay,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 01:17:59
trustpay,NetworkToken,NetworkToken,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
trustpay,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-21 01:01:59
trustpay,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-20 20:43:18
trustpayments,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
trustpayments,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
tsys,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
tsys,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
volt,BankRedirect,OpenBanking,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
volt,BankRedirect,OpenBankingUk,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
wellsfargo,BankDebit,Ach,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
wellsfargo,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
wellsfargo,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
wellsfargo,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
wellsfargo,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
wellsfargo,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
wellsfargo,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
wellsfargo,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
wellsfargo,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
worldline,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
worldline,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
worldline,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
worldline,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
worldpay,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:59:53
worldpay,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
worldpay,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 08:06:33
worldpay,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
worldpay,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-19 04:54:56
worldpay,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-19 16:49:10
worldpaymodular,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,yes,2026-01-21 11:49:57
worldpaymodular,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
worldpaymodular,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,yes,2026-01-21 12:08:57
worldpaymodular,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
worldpayvantiv,Card,Card,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
worldpayvantiv,Card,Card,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
worldpayvantiv,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
worldpayvantiv,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
worldpayvantiv,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
worldpayvantiv,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
worldpayvantiv,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
worldpayvantiv,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
worldpayvantiv,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
worldpayvantiv,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
worldpayxml,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:46:51
worldpayxml,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 12:19:30
worldpayxml,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-03-20 14:37:20
worldpayxml,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
worldpayxml,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-03-20 14:38:54
worldpayxml,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
xendit,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
xendit,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
xendit,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
xendit,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
xendit,RealTimePayment,Qris,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
xendit,RealTimePayment,Qris,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
zen,BankTransfer,Multibanco,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,BankTransfer,Pix,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,BankTransfer,Pse,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Voucher,Boleto,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Voucher,Efecty,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Voucher,PagoEfectivo,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Voucher,RedCompra,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Voucher,RedPagos,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zen,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
zift,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 02:16:52
zift,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
zift,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 20:57:09
zift,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
zsl,BankTransfer,LocalBankTransfer,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
adyen,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
adyen,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
adyen,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
archipel,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
bankofamerica,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
bankofamerica,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
bankofamerica,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
barclaycard,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
barclaycard,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
barclaycard,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
braintree,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
braintree,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
braintree,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
checkout,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
checkout,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
checkout,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
cybersource,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
cybersource,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
cybersource,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
finix,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
finix,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
finix,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
fiserv,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
fiuu,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
fiuu,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
fiuu,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
gocardless,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),no_cypress_config,unknown,
gocardless,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),no_cypress_config,unknown,
gocardless,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),no_cypress_config,unknown,
hipay,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
hipay,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
hipay,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
mollie,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
mollie,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
mollie,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
nmi,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
nmi,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
nmi,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
nuvei,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
nuvei,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
payme,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),no_cypress_config,unknown,
payme,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),no_cypress_config,unknown,
payme,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),no_cypress_config,unknown,
paysafe,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
square,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
square,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
